"iteration","modelnum","model","random_slope","formula","snp","aic_qic","converged","interaction","beta","p"
553,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26904.3427790258,1,"snp:age","-0.0042 (-0.0052 - -0.0032)",2.9e-16
553,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26904.3427790258,1,"snp:time","0.0018 (-0.0038 - 0.0074)",0.52
553,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27255.8936737904,1,"snp:time","-0.0073 (-0.013 - -0.0019)",0.0083
554,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25993.5240108008,1,"snp:time","-0.018 (-0.023 - -0.012)",5.1e-11
554,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26041.4882264764,1,"snp:time","-0.013 (-0.019 - -0.0081)",6.6e-07
554,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25708.2932982476,1,"snp:age","-0.0097 (-0.011 - -0.0088)",1.8e-71
554,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25536.0079348152,0,"snp:age","-0.0096 (-0.01 - -0.0088)",1.4e-111
554,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25547.934239697,0,"snp:age","-0.0096 (-0.01 - -0.0087)",3e-102
554,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25547.934239697,0,"snp:time","-0.00014 (-0.0056 - 0.0053)",0.96
554,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26359.8855840023,1,"snp:time","-0.017 (-0.022 - -0.012)",5.5e-10
554,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27275.8738584191,0,"snp:time","-0.0063 (-0.012 - -0.0011)",0.019
554,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",27148.4072865842,1,"snp:time","-0.0048 (-0.01 - 0.00051)",0.077
554,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",27130.7808407034,1,"snp:age","-0.0028 (-0.0039 - -0.0016)",2.1e-06
554,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27256.2656873748,0,"snp:age","-0.0028 (-0.0038 - -0.0018)",9.9e-08
554,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27267.8869082588,0,"snp:age","-0.0027 (-0.0038 - -0.0016)",1.5e-06
554,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27267.8869082588,0,"snp:time","-0.0014 (-0.0071 - 0.0042)",0.62
554,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27578.0252704927,1,"snp:time","-0.0069 (-0.012 - -0.0015)",0.013
555,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26014.5051737651,1,"snp:time","-0.021 (-0.026 - -0.015)",3.2e-14
555,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25985.6412059547,1,"snp:time","-0.018 (-0.024 - -0.013)",1.3e-11
555,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25688.8967670982,1,"snp:age","-0.0095 (-0.01 - -0.0085)",2.2e-76
555,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25557.4249083109,1,"snp:age","-0.0095 (-0.01 - -0.0087)",1.9e-114
555,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25567.9591268105,1,"snp:age","-0.0094 (-0.01 - -0.0086)",1.1e-102
555,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25567.9591268105,1,"snp:time","-0.0033 (-0.0088 - 0.0022)",0.24
555,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26311.2170809711,1,"snp:time","-0.021 (-0.026 - -0.016)",3.5e-14
555,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27113.0363494809,1,"snp:time","-0.01 (-0.015 - -0.0048)",2e-04
555,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26960.8367036961,1,"snp:time","-0.0083 (-0.014 - -0.0029)",0.0024
555,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26885.7372434248,1,"snp:age","-0.0034 (-0.0045 - -0.0022)",1.1e-08
555,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27085.7363111584,1,"snp:age","-0.0034 (-0.0044 - -0.0024)",2.6e-11
555,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27095.3171432991,1,"snp:age","-0.0031 (-0.0042 - -0.0021)",9.7e-09
555,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27095.3171432991,1,"snp:time","-0.0044 (-0.01 - 0.0013)",0.13
555,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27400.7895754806,1,"snp:time","-0.011 (-0.016 - -0.0052)",0.00013
556,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25745.2176245846,1,"snp:time","-0.019 (-0.024 - -0.013)",6.6e-12
556,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25731.4066693903,1,"snp:time","-0.017 (-0.022 - -0.012)",2.7e-10
556,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25475.6084571721,1,"snp:age","-0.0094 (-0.01 - -0.0085)",4.5e-78
556,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25238.5614278895,1,"snp:age","-0.0095 (-0.01 - -0.0087)",5.6e-123
556,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25250.2846964881,1,"snp:age","-0.0094 (-0.01 - -0.0087)",5.6e-113
556,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25250.2846964881,1,"snp:time","-0.0012 (-0.0067 - 0.0043)",0.67
556,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26046.8975598059,1,"snp:time","-0.019 (-0.024 - -0.013)",3.5e-11
556,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26673.9092049465,1,"snp:time","-0.0061 (-0.011 - -0.00072)",0.026
556,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26491.9012189259,1,"snp:time","-0.0036 (-0.0088 - 0.0017)",0.19
556,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26455.1972762018,1,"snp:age","-0.0036 (-0.0047 - -0.0025)",2e-10
556,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26624.8758069722,1,"snp:age","-0.0037 (-0.0046 - -0.0027)",3.5e-14
556,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26636.6498536296,1,"snp:age","-0.0037 (-0.0047 - -0.0027)",4.1e-13
556,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26636.6498536296,1,"snp:time","0.00079 (-0.0049 - 0.0065)",0.79
556,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26960.9068944607,1,"snp:time","-0.0054 (-0.011 - 5.2e-05)",0.052
557,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26127.2068030969,1,"snp:time","-0.018 (-0.023 - -0.012)",1.3e-10
557,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26173.4411553463,1,"snp:time","-0.014 (-0.019 - -0.0084)",4.3e-07
557,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25726.38539684,1,"snp:age","-0.01 (-0.011 - -0.0091)",3.5e-91
557,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25720.0383603213,1,"snp:age","-0.01 (-0.011 - -0.0091)",2.4e-100
557,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25731.8425849689,1,"snp:age","-0.01 (-0.011 - -0.0091)",2.5e-91
557,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25731.8425849689,1,"snp:time","7e-04 (-0.0049 - 0.0063)",0.81
557,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26397.8521208159,1,"snp:time","-0.017 (-0.022 - -0.011)",1.4e-09
557,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26971.8508960311,1,"snp:time","-0.0082 (-0.014 - -0.0028)",0.0029
557,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26776.4186796743,1,"snp:time","-0.0071 (-0.012 - -0.0018)",0.0086
557,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26815.2502078732,1,"snp:age","-0.0046 (-0.0058 - -0.0033)",1.6e-12
557,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26919.1125190778,1,"snp:age","-0.0044 (-0.0055 - -0.0034)",7.9e-16
557,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26930.9149318091,0,"snp:age","-0.0044 (-0.0056 - -0.0033)",7.3e-14
557,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26930.9149318091,0,"snp:time","3.3e-06 (-0.0058 - 0.0058)",1
557,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27239.7430636417,1,"snp:time","-0.0085 (-0.014 - -0.003)",0.0024
558,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25970.2749207623,1,"snp:time","-0.016 (-0.021 - -0.01)",4.6e-09
558,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25974.9955644138,1,"snp:time","-0.0099 (-0.015 - -0.0047)",0.00021
558,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25364.756950955,1,"snp:age","-0.01 (-0.011 - -0.0093)",2.8e-126
558,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25363.7973086361,1,"snp:age","-0.01 (-0.011 - -0.0094)",7.9e-143
558,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25374.2663234606,1,"snp:age","-0.01 (-0.011 - -0.0095)",3.9e-135
558,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25374.2663234606,1,"snp:time","0.0034 (-0.0021 - 0.0088)",0.22
558,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26320.694207739,1,"snp:time","-0.015 (-0.02 - -0.0098)",3.4e-08
558,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26482.179938831,0,"snp:time","-0.011 (-0.017 - -0.0061)",2.1e-05
558,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26362.5726237021,1,"snp:time","-0.0095 (-0.015 - -0.0043)",4e-04
558,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26093.0747061652,1,"snp:age","-0.0033 (-0.0042 - -0.0023)",1.1e-11
558,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26436.0616700083,1,"snp:age","-0.0037 (-0.0046 - -0.0028)",2.1e-16
558,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26444.8565122576,0,"snp:age","-0.0035 (-0.0044 - -0.0025)",3.8e-13
558,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26444.8565122576,0,"snp:time","-0.005 (-0.01 - 0.00056)",0.078
558,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26787.9200680819,1,"snp:time","-0.011 (-0.016 - -0.0057)",5.6e-05
559,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25891.3724656389,1,"snp:time","-0.015 (-0.02 - -0.0096)",5.1e-08
559,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25878.2362570644,1,"snp:time","-0.013 (-0.018 - -0.008)",8.1e-07
559,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25450.4413843183,1,"snp:age","-0.0093 (-0.01 - -0.0085)",5e-99
559,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25441.4498933285,1,"snp:age","-0.0094 (-0.01 - -0.0086)",2e-107
559,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25452.5256172009,1,"snp:age","-0.0095 (-0.01 - -0.0086)",7.8e-101
559,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25452.5256172009,1,"snp:time","0.0026 (-0.003 - 0.0082)",0.37
559,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26211.6396820297,1,"snp:time","-0.015 (-0.021 - -0.01)",3.6e-08
559,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26814.645217035,1,"snp:time","-0.0016 (-0.007 - 0.0038)",0.57
559,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26418.3301387429,1,"snp:time","-0.00066 (-0.0059 - 0.0046)",0.81
559,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26567.3850624981,1,"snp:age","-0.0025 (-0.0037 - -0.0013)",4.3e-05
559,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26800.2793257439,1,"snp:age","-0.0022 (-0.0032 - -0.0012)",2.1e-05
559,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26811.1966972564,1,"snp:age","-0.0024 (-0.0034 - -0.0013)",1.6e-05
559,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26811.1966972564,1,"snp:time","0.0028 (-0.003 - 0.0085)",0.34
559,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27101.4310221726,1,"snp:time","-0.0021 (-0.0076 - 0.0034)",0.45
560,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25894.2797584425,1,"snp:time","-0.017 (-0.022 - -0.011)",4.6e-10
560,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25925.3471205806,1,"snp:time","-0.012 (-0.017 - -0.0068)",7.6e-06
560,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25580.1370901172,1,"snp:age","-0.01 (-0.011 - -0.0093)",1.1e-74
560,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25410.0694410596,0,"snp:age","-0.01 (-0.011 - -0.0096)",5.2e-117
560,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25420.6176987838,1,"snp:age","-0.011 (-0.012 - -0.0098)",1.7e-108
560,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25420.6176987838,1,"snp:time","0.0033 (-0.0022 - 0.0088)",0.24
560,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26215.8662736896,1,"snp:time","-0.017 (-0.022 - -0.012)",3e-10
560,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26789.603392263,0,"snp:time","-0.0035 (-0.0093 - 0.0022)",0.23
560,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26273.5821079606,1,"snp:time","-0.0025 (-0.0078 - 0.0027)",0.34
560,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26217.4726343221,1,"snp:age","-0.0041 (-0.0052 - -0.0031)",1.7e-14
560,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26470.9632470041,0,"snp:age","-0.0041 (-0.0052 - -0.0031)",8e-16
560,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26480.0000378127,1,"snp:age","-0.0045 (-0.0056 - -0.0034)",5.1e-16
560,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26480.0000378127,1,"snp:time","0.0048 (-0.00079 - 0.01)",0.092
560,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26853.2835189328,1,"snp:time","-0.0033 (-0.0086 - 0.002)",0.23
561,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25748.8518791266,1,"snp:time","-0.016 (-0.021 - -0.01)",6.3e-09
561,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25752.2155319205,1,"snp:time","-0.01 (-0.015 - -0.0048)",0.00019
561,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25322.5173645869,1,"snp:age","-0.01 (-0.011 - -0.0093)",2.9e-89
561,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25159.4588685721,1,"snp:age","-0.01 (-0.011 - -0.0095)",1.1e-138
561,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25169.9312377506,1,"snp:age","-0.01 (-0.011 - -0.0096)",3.7e-131
561,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25169.9312377506,1,"snp:time","0.0034 (-0.0021 - 0.0088)",0.23
561,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26108.8227425127,1,"snp:time","-0.015 (-0.02 - -0.0091)",1.4e-07
561,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26539.0758365399,1,"snp:time","-0.004 (-0.0092 - 0.0013)",0.14
561,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26387.7477950669,1,"snp:time","-0.0016 (-0.0069 - 0.0036)",0.55
561,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26354.5708401188,1,"snp:age","-0.0034 (-0.0045 - -0.0023)",1.9e-09
561,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26491.0828288461,1,"snp:age","-0.0035 (-0.0044 - -0.0025)",2.4e-13
561,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26502.0391196617,1,"snp:age","-0.0036 (-0.0046 - -0.0027)",4.6e-13
561,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26502.0391196617,1,"snp:time","0.0027 (-0.0029 - 0.0083)",0.34
561,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26879.7094909818,1,"snp:time","-0.0042 (-0.0096 - 0.0013)",0.13
562,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26120.1620495857,1,"snp:time","-0.018 (-0.023 - -0.013)",2.6e-11
562,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26153.0194775805,1,"snp:time","-0.014 (-0.019 - -0.0084)",4.2e-07
562,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25677.7345252519,1,"snp:age","-0.0098 (-0.011 - -0.0089)",3.9e-95
562,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25662.4591369417,1,"snp:age","-0.0098 (-0.011 - -0.009)",4.6e-112
562,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25674.3508912447,1,"snp:age","-0.0098 (-0.011 - -0.0089)",1.8e-102
562,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25674.3508912447,1,"snp:time","-0.00029 (-0.0058 - 0.0052)",0.92
562,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26471.562715506,1,"snp:time","-0.018 (-0.024 - -0.013)",4.5e-11
562,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27345.5859926967,1,"snp:time","-0.0068 (-0.012 - -0.0014)",0.013
562,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",27249.4492945015,1,"snp:time","-0.0043 (-0.0096 - 0.001)",0.11
562,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",27205.0886274503,1,"snp:age","-0.0043 (-0.0054 - -0.0031)",2.5e-12
562,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27287.0635687277,0,"snp:age","-0.0043 (-0.0053 - -0.0033)",1.7e-16
562,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27298.7341377109,0,"snp:age","-0.0044 (-0.0055 - -0.0033)",3.6e-15
562,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27298.7341377109,0,"snp:time","0.0012 (-0.0045 - 0.0069)",0.68
562,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27631.2770361912,1,"snp:time","-0.0059 (-0.011 - -0.00043)",0.035
563,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26308.1311973049,1,"snp:time","-0.019 (-0.024 - -0.013)",5.6e-12
563,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26267.9574681105,1,"snp:time","-0.016 (-0.021 - -0.01)",5.1e-09
563,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25770.8168545303,1,"snp:age","-0.01 (-0.011 - -0.0094)",2.1e-115
563,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25768.5885636105,1,"snp:age","-0.01 (-0.011 - -0.0095)",1.3e-130
563,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25780.5043329972,1,"snp:age","-0.01 (-0.011 - -0.0094)",2.2e-120
563,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25780.5043329972,1,"snp:time","2e-04 (-0.0053 - 0.0057)",0.94
563,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26678.2068853941,1,"snp:time","-0.018 (-0.023 - -0.013)",9.5e-11
563,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26976.4905492465,1,"snp:time","-0.0072 (-0.012 - -0.0019)",0.0081
563,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26636.7110767877,1,"snp:time","-0.006 (-0.011 - -0.00073)",0.026
563,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26731.2347251274,1,"snp:age","-0.0039 (-0.005 - -0.0027)",3.4e-11
563,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26909.5837732177,1,"snp:age","-0.0042 (-0.0052 - -0.0033)",1.4e-18
563,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26921.4116899134,1,"snp:age","-0.0043 (-0.0052 - -0.0033)",4.8e-17
563,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26921.4116899134,1,"snp:time","0.00062 (-0.005 - 0.0062)",0.83
563,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27315.9334388905,1,"snp:time","-0.0073 (-0.013 - -0.0019)",0.0084
564,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25663.058645503,1,"snp:time","-0.018 (-0.023 - -0.013)",2.9e-11
564,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25674.55285446,1,"snp:time","-0.014 (-0.019 - -0.0084)",3.7e-07
564,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25206.3212972083,1,"snp:age","-0.01 (-0.011 - -0.0092)",3.1e-95
564,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25202.9223573368,1,"snp:age","-0.01 (-0.011 - -0.0094)",1.2e-112
564,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25214.7323660422,1,"snp:age","-0.01 (-0.011 - -0.0094)",6e-103
564,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25214.7323660422,1,"snp:time","0.00086 (-0.0047 - 0.0064)",0.76
564,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",25937.9715135166,1,"snp:time","-0.018 (-0.023 - -0.012)",9.1e-11
564,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26576.2681160331,1,"snp:time","-0.0045 (-0.0098 - 0.00083)",0.098
564,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26418.9867629688,1,"snp:time","-0.0019 (-0.0072 - 0.0034)",0.48
564,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26361.0507076582,1,"snp:age","-0.005 (-0.0063 - -0.0038)",7.7e-15
564,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26466.6165972829,1,"snp:age","-0.0058 (-0.0068 - -0.0047)",4.1e-27
564,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26472.6003022616,1,"snp:age","-0.0063 (-0.0074 - -0.0052)",1.2e-27
564,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26472.6003022616,1,"snp:time","0.007 (0.0013 - 0.013)",0.015
